Comment,Designator,Footprint,LCSC,Quantity
Mounting_Pin,M1,M3_pin,,1
Mounting_Pin,M2,M3_pin,,1
Mounting_Pin,M3,M3_pin,,1
Mounting_Pin,M4,M3_pin,,1
